"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02599V03153","Reason for Journey","C02196V04140","Region Visited","UNIT","VALUE"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Business","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Business","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Business","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","-","State","Nights per Trip","2.6"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE04","Northern and Western","Nights per Trip","2.6"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE05","Southern","Nights per Trip","3.2"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE06","Eastern and Midland","Nights per Trip","1.7"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","03","Visiting friends/relatives","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","-","State","Nights per Trip","2.8"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE04","Northern and Western","Nights per Trip","4.6"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE05","Southern","Nights per Trip","1.9"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE06","Eastern and Midland","Nights per Trip","2.2"
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20214","2021Q4","08","Other reasons","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","-","State","Nights per Trip","2.3"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE04","Northern and Western","Nights per Trip","2.3"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE05","Southern","Nights per Trip","2.4"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE06","Eastern and Midland","Nights per Trip","2"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","-","All reasons for journey","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","-","State","Nights per Trip","2.3"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE04","Northern and Western","Nights per Trip","2.5"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE05","Southern","Nights per Trip","2.3"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE06","Eastern and Midland","Nights per Trip","2.1"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Holiday","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","-","State","Nights per Trip","1.9"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE04","Northern and Western","Nights per Trip","1.5"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE05","Southern","Nights per Trip","1.1"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE06","Eastern and Midland","Nights per Trip","2.3"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Business","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","-","State","Nights per Trip","2.2"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE04","Northern and Western","Nights per Trip","2"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE05","Southern","Nights per Trip","2.4"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE06","Eastern and Midland","Nights per Trip","2.1"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","03","Visiting friends/relatives","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","-","State","Nights per Trip","2.4"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE04","Northern and Western","Nights per Trip","3.4"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE05","Southern","Nights per Trip","2.6"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE06","Eastern and Midland","Nights per Trip","1.7"
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20221","2022Q1","08","Other reasons","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","-","State","Nights per Trip","2.3"
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE04","Northern and Western","Nights per Trip","2.6"
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE041","Border","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE042","West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE05","Southern","Nights per Trip","2.4"
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE051","Mid-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE052","South-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE053","South-West","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE06","Eastern and Midland","Nights per Trip","2.1"
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE061","Dublin","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE062","Mid-East","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","-","All reasons for journey","IE063","Midland","Nights per Trip",""
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Holiday","-","State","Nights per Trip","2.5"
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Holiday","IE04","Northern and Western","Nights per Trip","2.4"
"HTQ17C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Holiday","IE041","Border","Nights per Trip",""
